2016_taxon_oid,Name,Classification,Root-NotRoot,Taxonomic_Group,IMG_Phylum,IMG_Class,IMG_Order,IMG_Family,IMG_Genus,Isolation_Site,taxon_oid_is_same,taxon_oid_is_modified_(either_updated_or_deleted),taxon_oid_was_updated,taxon_oid_was_deleted,updated_taxon_oid_if_applicable,current_taxon_oid,Domain,Sequencing_Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Phylum,Class,Order,Family,Genus,Species,NCBI_Taxon_ID,Strain,NCBI_Assembly_Accession,Temperature_Range,Type_Strain,Chlorophyll_Concentration,Habitat,Isolation,Salinity,Sample_Collection_Temperature,Genome_Size___*_assembled,Gene_Count___*_assembled,GC___*_assembled,COG_Count___*_assembled,COG_%___*_assembled,KOG_Count_,KOG_%_,Pfam_Count___*_assembled,Pfam_%___*_assembled,Enzyme_Count___*_assembled,Enzyme_%___*_assembled,KEGG_Count___*_assembled,KEGG_%___*_assembled,Horizontally_Transferred_Count,Horizontally_Transferred_%
2643221936,Rhizobium_sp._Leaf391,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221936,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Leaf391,Max Planck Institute for Plant Breeding Research,2643221936,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Leaf391,1736360,Leaf391,GCA_001424505.1,,,,,Arabidopsis leaf,,,6560665,6318,60.04,4431,70.13,1084,17.16,5158,81.64,1556,24.63,1928,30.52,29,0.46
2643221719,Rhizobium_sp._Root274,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221719,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Root274,Max Planck Institute for Plant Breeding Research,2643221719,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Root274,1736507,Root274,GCA_001429245.1,,,,,Arabidopsis root,,,4568197,4476,61.16,3279,73.26,836,18.68,3757,83.94,1213,27.1,1464,32.71,2,0.04
2643221832,Rhizobium_sp._Leaf453,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221832,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Leaf453,Max Planck Institute for Plant Breeding Research,2643221832,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Leaf453,1736380,Leaf453,GCA_001425605.1,,,,,Arabidopsis leaf,,,6368454,6153,60.13,4307,70,1073,17.44,5015,81.5,1527,24.82,1862,30.26,19,0.31
2643221905,Rhizobium_sp._Leaf155,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221905,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Leaf155,Max Planck Institute for Plant Breeding Research,2643221905,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Leaf155,1736278,Leaf155,GCA_001424245.1,,,,,Arabidopsis leaf,,,4942144,4678,58.16,3517,75.18,850,18.17,3914,83.67,1246,26.64,1579,33.75,31,0.66
2643221643,Rhizobium_sp._Root1220,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221643,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Root1220,Max Planck Institute for Plant Breeding Research,2643221643,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Root1220,1736432,Root1220,GCA_001426265.1,,,,,Arabidopsis root,,,5749658,5677,59.64,3890,68.52,976,17.19,4481,78.93,1383,24.36,1697,29.89,56,0.99
2643221780,Rhizobium_sp._Leaf68,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221780,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Leaf68,Max Planck Institute for Plant Breeding Research,2643221780,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Leaf68,1736231,Leaf68,GCA_001421985.1,,,,,Arabidopsis leaf,,,4784953,4485,58.27,3453,76.99,849,18.93,3835,85.51,1239,27.63,1579,35.21,0,0
2643221688,Rhizobium_sp._Root482,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Cologne,1,0,0,0,,2643221688,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Rhizobium sp. Root482,Max Planck Institute for Plant Breeding Research,2643221688,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Root482,1736543,Root482,GCA_001426565.1,,,,,Arabidopsis root,,,5260751,5078,61.46,3695,72.76,925,18.22,4213,82.97,1334,26.27,1659,32.67,94,1.85
2609460070,Agrobacterium_rhizogenes_ATCC_15834,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2609460070,Bacteria,Permanent Draft,Agrobacterium rhizogenes ATCC 15834,Agrobacterium rhizogenes ATCC 15834,"University of California, Davis",2609460070,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium rhizogenes,359,ATCC 15834,GCA_000705135,,Unknown,,,,,,7064623,6742,59.95,5066,75.14,1233,18.29,5757,85.39,1758,26.08,2300,34.11,2,0.03
2537561587,Agrobacterium_tumefaciens_Cherry_2E-2-2,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2537561587,Bacteria,Permanent Draft,Agrobacterium sp. Cherry 2E-2-2,Agrobacterium tumefaciens Cherry 2E-2-2,University of Delhi,2537561587,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,1281779,Cherry 2E-2-2,GCA_000349865.1,,Unknown,,,Rhizosphere soil of crown gall infected cherry rootstock-Colt,,,5425293,5090,59.89,4049,79.55,947,18.61,4466,87.74,1411,27.72,1873,36.8,58,1.14
650716007,Agrobacterium_sp._H13-3,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,650716007,Bacteria,Finished,Agrobacterium sp. H13-3,Agrobacterium fabacearum H13-3,Bielefeld University,650716007,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabacearum,1183401,H13-3,GCA_000192635.1,,Unknown,,"Host, Rhizosphere, Soil",rhizosphere of Lupinus luteus,,,5573770,5417,58.54,4110,75.87,980,18.09,4559,84.16,1431,26.42,1856,34.26,121,2.23
2623620883,Agrobacterium_tumefaciens_C58-UWash,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519899809,Agrobacterium_tumefaciens_CCNWGS0286,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2519899809,Bacteria,Permanent Draft,Agrobacterium tumefaciens CCNWGS0286,Agrobacterium tumefaciens CCNWGS0286,Northwest A and F University,2519899809,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,1082932,CCNWGS0286,GCA_000233975,Mesophile,No,,,Zinc-lead mine tailing,,,5214870,5032,59.53,3847,76.45,925,18.38,4286,85.17,1330,26.43,1743,34.64,76,1.51
2585427965,Agrobacterium_tumefaciens_LBA4404,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2585427965,Bacteria,Permanent Draft,Agrobacterium tumefaciens strain:LBA4404 Genome sequencing,Agrobacterium tumefaciens LBA4404,University of Malaya,2585427965,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,358,LBA4404,GCA_000730975.1,,Unknown,,,,,,5615031,5178,59.05,4160,80.34,984,19,4556,87.99,1422,27.46,1844,35.61,9,0.17
2558860242,Agrobacterium_tumefaciens_P4,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2558860242,Bacteria,Permanent Draft,Agrobacterium fabacearum P4,Agrobacterium fabacearum P4,"Institut des sciences du vegetal (ISV), Centre National de la Recherche Scientifique (CNRS)",2558860242,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabacearum,1300224,P4,GCA_000442985.1,,Unknown,,,Tobacco rhizosphere,,,5568029,5285,58.48,4089,77.37,977,18.49,4515,85.43,1422,26.91,1826,34.55,36,0.68
2554235003,Agrobacterium_tumefaciens_WRT31,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,2554235003,Bacteria,Finished,Agrobacterium tumefaciens WRT31,Agrobacterium tumefaciens WRT31,"Institut des sciences du vegetal (ISV), Centre National de la Recherche Scientifique (CNRS)",2554235003,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,1300225,WRT31,GCA_000439225.1,,Unknown,,,Rhizosphere,,,5877155,5659,58.37,4185,73.95,975,17.23,4687,82.82,1436,25.38,1868,33.01,71,1.25
643348505,Agrobacterium_vitis_bv._III_S4,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Unknown,1,0,0,0,,643348505,Bacteria,Finished,Agrobacterium vitis S4,Agrobacterium vitis bv. III S4,University of Washington,643348505,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis,311402,S4,GCA_000016285,Mesophile,Unknown,,"Host, Root nodule",aerial gall that developed on a two-year-old woody grapevine cane,,,6320946,5455,57.47,4071,74.63,945,17.32,4750,87.08,1501,27.52,1994,36.55,567,10.39
641228476,Azorhizobium_caulinodans_ORS_571,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Unknown,1,0,0,0,,641228476,Bacteria,Finished,Azorhizobium caulinodans ORS 571,Azorhizobium caulinodans ORS 571,University of Tokyo,641228476,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium caulinodans,438753,ORS 571,GCA_000010525,Mesophile,Yes,,Host,"Sesbania rostrata,stem nodules",,,5369772,4781,67.32,3629,75.9,976,20.41,4152,86.84,1427,29.85,1725,36.08,591,12.36
2513237087,Azorhizobium_doebereinerae_UFLA1-100,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Unknown,1,0,0,0,,2513237087,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Azorhizobium doebereinerae UFLA1-100,DOE Joint Genome Institute (JGI),2513237087,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium doebereinerae,1038858,UFLA1-100,GCA_000473085.1,Mesophile,Yes,,"Host, Plant root, Root nodule, Soil",Serop?dica ? RJ,,,5817514,5415,68.91,3820,70.54,976,18.02,4552,84.06,1429,26.39,1755,32.41,495,9.14
2596583556,Bradyrhizobium_daqingense_CGMCC_1.10947,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2596583556,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium daqingense CGMCC 1.10947,DOE Joint Genome Institute (JGI),2596583556,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium daqingense,993502,CGMCC 1.10947,0,,Yes,,,CGMCC 1.1947,,,7889191,7559,63.73,4827,63.86,1363,18.03,5864,77.58,1780,23.55,2164,28.63,29,0.38
2513237145,Bradyrhizobium_elkanii_USDA_3254,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237145,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium elkanii USDA 3254,DOE Joint Genome Institute (JGI),2513237145,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium elkanii,1079479,USDA 3254,GCA_000472765.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Arizona,,,8979722,8563,63.78,5374,62.76,1516,17.7,6618,77.29,1867,21.8,2271,26.52,28,0.33
2517572143,Bradyrhizobium_elkanii_USDA_76,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2517572143,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium elkanii USDA 76,DOE Joint Genome Institute (JGI),2517572143,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium elkanii,398525,USDA 76,GCA_000379145.1,Mesophile,Yes,,"Host, Plant root, Root nodule, Soil",Virginia,,,9484767,9151,63.72,5665,61.91,1547,16.91,7006,76.56,1898,20.74,2334,25.51,82,0.9
2513237101,Bradyrhizobium_elkanii_WSM1741,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237101,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium murdochi WSM1741,DOE Joint Genome Institute (JGI),2513237101,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium murdochi,1038859,WSM1741,GCA_000472965.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Cape range national park,,,7952346,7649,62.09,4863,63.58,1358,17.75,5986,78.26,1787,23.36,2113,27.62,217,2.84
2513237098,Bradyrhizobium_elkanii_WSM2783,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237098,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium elkanii WSM2783,DOE Joint Genome Institute (JGI),2513237098,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium elkanii,1038860,WSM2783,GCA_000472865.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",5 km from Piet Retief,,,9902361,9734,62.35,5739,58.96,1571,16.14,7178,73.74,2015,20.7,2473,25.41,264,2.71
2516653048,Bradyrhizobium_genosp._SA-4_CB756,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2516653048,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium genosp. SA-4 CB756,DOE Joint Genome Institute (JGI),2516653048,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium genosp. SA-4,936455,CB756,GCA_000473125.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",,,,9826880,9456,63.56,5957,63,1637,17.31,7238,76.54,2068,21.87,2557,27.04,20,0.21
2596583587,Bradyrhizobium_huanghuaihaiense_CGMCC_1.10948,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2596583587,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium huanghuaihaiense CGMCC 1.10948,DOE Joint Genome Institute (JGI),2596583587,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium huanghuaihaiense,990078,CGMCC 1.10948,0,,Yes,,,CGMCC 1.1948,,,9226856,8760,63.94,5439,62.09,1469,16.77,6662,76.05,1930,22.03,2362,26.96,20,0.23
2623620631,Bradyrhizobium_japonicum_USDA_110,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513237095,Bradyrhizobium_japonicum_USDA_122,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237095,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium diazoefficiens USDA 122,DOE Joint Genome Institute (JGI),2513237095,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,1355477,USDA 122,GCA_000473025.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Maryland,,,8976980,8530,64,5287,61.98,1489,17.46,6540,76.67,1904,22.32,2329,27.3,49,0.57
2528768022,Bradyrhizobium_japonicum_USDA_123,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2528768022,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium japonicum USDA 123,DOE Joint Genome Institute (JGI),2528768022,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,936135,USDA 123,GCA_000482525.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Iowa,,,10457665,10573,63.27,5735,54.24,1514,14.32,7548,71.39,1943,18.38,2385,22.56,175,1.66
2517093001,Bradyrhizobium_japonicum_USDA_124,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2517093001,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium japonicum USDA 124,DOE Joint Genome Institute (JGI),2517093001,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,1038862,USDA 124,GCA_000374205.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Mississippi,,,9002274,8621,64.05,5338,61.92,1454,16.87,6550,75.98,1919,22.26,2335,27.09,82,0.95
2513237148,Bradyrhizobium_japonicum_USDA_38,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237148,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium japonicum USDA 38 (Illumina),DOE Joint Genome Institute (JGI),2513237148,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,1079467,USDA 38,GCA_000472745.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",,,,9608975,9258,63.54,5626,60.77,1541,16.65,6963,75.21,1971,21.29,2429,26.24,70,0.76
2513237139,Bradyrhizobium_japonicum_USDA_4,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237139,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium ottawaense USDA 4,DOE Joint Genome Institute (JGI),2513237139,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium ottawaense,931866,USDA 4,GCA_000472725.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Iowa,,,8737671,8243,63.68,5152,62.5,1404,17.03,6328,76.77,1864,22.61,2276,27.61,55,0.67
2511231207,Bradyrhizobium_japonicum_USDA_6,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2511231207,Bacteria,Finished,Bradyrhizobium japonicum USDA 6,Bradyrhizobium japonicum USDA 6,Kyoto Sangyo University,2511231207,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,1037409,USDA 6,GCA_000284375.1,Mesophile,Yes,,"Host, Plant root, Root nodule, Soil",,,,9207384,8886,63.67,5509,62,1498,16.86,6785,76.36,1958,22.03,2396,26.96,9,0.1
2524023210,Bradyrhizobium_sp._Ai1a-2,PA,RA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2524023210,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium sp. Ai1a-2,DOE Joint Genome Institute (JGI),2524023210,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. Ai1a-2,196490,Ai1a-2,GCA_000426245.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Root nodule of Andira inermis collected from Tres Piedras in Costa Rica,,,9029266,8584,62.58,5111,59.54,1420,16.54,6530,76.07,1800,20.97,2182,25.42,303,3.53
2508501128,Bradyrhizobium_sp._ARR65,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2508501128,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium sp. ARR65,DOE Joint Genome Institute (JGI),2508501128,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. ARR65,1040989,ARR65,GCA_000472385.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Kakadu National Park,,,8613869,8310,62.01,4962,59.71,1420,17.09,6180,74.37,1822,21.93,2184,26.28,268,3.23
640427103,Bradyrhizobium_sp._BTAi1,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,640427103,Bacteria,Finished,Bradyrhizobium sp. strain,Bradyrhizobium sp. BTAi1,DOE Joint Genome Institute (JGI),640427103,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1,288000,BTAi1,GCA_000015165,Mesophile,No,,"Host, Root nodule, Soil",Stem nodules of Aeschynomene indica,,,8493513,7819,64.81,5070,64.84,1376,17.6,6244,79.86,1901,24.31,2425,31.01,588,7.52
2524023205,Bradyrhizobium_sp._Cp5.3,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2524023205,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium sp. Cp5.3,DOE Joint Genome Institute (JGI),2524023205,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. Cp5.3,443598,Cp5.3,GCA_000426265.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Barro Colorado Island,,,8918781,8545,63.41,5264,61.6,1472,17.23,6545,76.59,1903,22.27,2320,27.15,209,2.45
2513237104,Bradyrhizobium_sp._EC3.3,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237104,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium sp. EC3.3,DOE Joint Genome Institute (JGI),2513237104,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. Ec3.3,189753,EC3.3,GCA_000472925.1,Mesophile,No,,"Host, Plant root, Root nodule, Soil",Barro Colorado Island,,,10034502,9729,62.64,5672,58.3,1570,16.14,7143,73.42,2036,20.93,2541,26.12,289,2.97
640427104,Bradyrhizobium_sp._ORS278,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,640427104,Bacteria,Finished,Bradyrhizobium sp. ORS278,Bradyrhizobium sp. ORS278,CEA Genoscope,640427104,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. ORS 278,114615,ORS 278,GCA_000026145,Mesophile,Unknown,,"Host, Root nodule, Soil",Stem nodule of Aeschynomene sensitiva in Senegal in 1991,,,7456587,6825,65.51,4421,64.78,1249,18.3,5430,79.56,1741,25.51,2176,31.88,437,6.4
2513237268,Bradyrhizobium_sp._ORS285,PA,PA,Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,1,0,0,0,,2513237268,Bacteria,Permanent Draft,Bradyrhizobium sp. ORS285,Bradyrhizobium sp. ORS285,CEA Genoscope,2513237268,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. ORS 285,115808,ORS285,GCA_000239755,,Unknown,,,,,,7602254,6842,65.23,4563,66.69,1255,18.34,5431,79.38,1727,25.24,2177,31.82,93,1.36
